term,lag,grid_raw,effect,lo,hi,log_effect,log_se,ci_label
temp,0,-21.8666666666667,1.0235313,1.0044798363057337,1.0429440440340303,0.023258679,0.0,pointwise confidence interval
temp,0,-21.5666666666667,1.0235249,1.0046752316613066,1.0427282084250162,0.023252446,0.0,pointwise confidence interval
temp,0,-21.2666666666667,1.02351,1.0048644539328564,1.04250136930667,0.023237824,0.0,pointwise confidence interval
temp,0,-20.9666666666667,1.0234859,1.005047136365862,1.042263052499464,0.023214402,0.0,pointwise confidence interval
temp,0,-20.6666666666667,1.0234525,1.0052228309720028,1.0420129269205443,0.023181794,0.0,pointwise confidence interval
temp,0,-20.3666666666667,1.0234094,1.0053909802243683,1.0417508259799515,0.023139643,0.0,pointwise confidence interval
temp,0,-20.0666666666667,1.0233562,1.005550918053255,1.0414767773533715,0.023087626,0.0,pointwise confidence interval
temp,0,-19.7666666666667,1.0232925,1.005701859671427,1.0411910209875286,0.023025468,0.0,pointwise confidence interval
temp,0,-19.4666666666667,1.0232184,1.0058428992661208,1.0408940189108558,0.022952937,0.0,pointwise confidence interval
temp,0,-19.1666666666667,1.0231334,1.0059730413468009,1.0405864689650717,0.02286987,0.0,pointwise confidence interval
temp,0,-18.8666666666667,1.0230376,1.0060911985974395,1.040269279532052,0.022776162,0.0,pointwise confidence interval
temp,0,-18.5666666666667,1.0229307,1.006196246440854,1.0399435592966604,0.022671785,0.0,pointwise confidence interval
temp,0,-18.2666666666667,1.0228131,1.0062870746534933,1.039610575261481,0.022556795,0.0,pointwise confidence interval
temp,0,-17.9666666666667,1.0226848,1.0063626538312154,1.0392716877974262,0.022431333,0.0,pointwise confidence interval
temp,0,-17.6666666666667,1.022546,1.006422124124607,1.0389282977007048,0.022295645,0.0,pointwise confidence interval
temp,0,-17.366666666666703,1.0223972,1.0064648891141734,1.038581745517439,0.022150079,0.0,pointwise confidence interval
temp,0,-17.0666666666667,1.0222387,1.0064907098436744,1.0382332147710047,0.021995086,0.0,pointwise confidence interval
temp,0,-16.7666666666667,1.0220714,1.0064998177255182,1.0378836390823474,0.021831231,0.0,pointwise confidence interval
temp,0,-16.4666666666667,1.0218955,1.006492975496411,1.0375336088384317,0.021659177,0.0,pointwise confidence interval
temp,0,-16.1666666666667,1.0217121,1.0064715430980415,1.0371832999075585,0.021479683,0.0,pointwise confidence interval
temp,0,-15.866666666666701,1.0215219,1.0064374832538294,1.036832452912076,0.0212936,0.0,pointwise confidence interval
temp,0,-15.5666666666667,1.0213262,1.0063932907506172,1.0364803576566881,0.021101821,0.0,pointwise confidence interval
temp,0,-15.2666666666667,1.0211253,1.006341877664038,1.0361259253765815,0.02090527,0.0,pointwise confidence interval
temp,0,-14.9666666666667,1.0209206,1.006286383435463,1.0357678150902647,0.020704854,0.0,pointwise confidence interval
temp,0,-14.6666666666667,1.020713,1.0062299275037538,1.035404580375981,0.020501425,0.0,pointwise confidence interval
temp,0,-14.366666666666701,1.020503,1.0061753268384048,1.0350348714295108,0.020295728,0.0,pointwise confidence interval
temp,0,-14.0666666666667,1.0202914,1.006124836838357,1.0346576128668492,0.02008836,0.0,pointwise confidence interval
temp,0,-13.7666666666667,1.0200787,1.006079893424437,1.0342721530736563,0.019879716,0.0,pointwise confidence interval
temp,0,-13.4666666666667,1.0198647,1.0060410085993348,1.0338783787930512,0.019669991,0.0,pointwise confidence interval
temp,0,-13.1666666666667,1.0196497,1.0060077028684864,1.0334767183475873,0.01945915,0.0,pointwise confidence interval
temp,0,-12.866666666666701,1.0194334,1.00597861677684,1.0330680723883625,0.01924695,0.0,pointwise confidence interval
temp,0,-12.5666666666667,1.0192153,1.0059516877697565,1.0326536699150226,0.019032957,0.0,pointwise confidence interval
temp,0,-12.266666666666701,1.0189948,1.0059244338425348,1.0322348880419605,0.0188166,0.0,pointwise confidence interval
temp,0,-11.9666666666667,1.0187713,1.0058942550644265,1.0318130576912905,0.018597228,0.0,pointwise confidence interval
temp,0,-11.6666666666667,1.018544,1.0058587172706048,1.0313893034381554,0.018374177,0.0,pointwise confidence interval
temp,0,-11.366666666666701,1.0183125,1.0058157381335067,1.0309644070206485,0.018146787,0.0,pointwise confidence interval
temp,0,-11.0666666666667,1.018076,1.0057637797764885,1.0305387911734836,0.017914498,0.0,pointwise confidence interval
temp,0,-10.766666666666701,1.017834,1.0057018533811943,1.0301125156470257,0.017676847,0.0,pointwise confidence interval
temp,0,-10.4666666666667,1.0175864,1.0056295262804449,1.0296853511936779,0.017433506,0.0,pointwise confidence interval
temp,0,-10.1666666666667,1.0173328,1.0055468373489478,1.02925686664085,0.017184282,0.0,pointwise confidence interval
temp,0,-9.8666666666667,1.0170733,1.0054541847800695,1.0288265209744079,0.016929109,0.0,pointwise confidence interval
temp,0,-9.566666666666702,1.0168077,1.0053522371159362,1.0283937582263087,0.016668046,0.0,pointwise confidence interval
temp,0,-9.266666666666701,1.0165366,1.0052418273746262,1.0279580887868898,0.016401267,0.0,pointwise confidence interval
temp,0,-8.9666666666667,1.0162598,1.0051238553617632,1.02751910860117,0.016129019,0.0,pointwise confidence interval
temp,0,-8.6666666666667,1.0159779,1.0049992462060555,1.0270765374401292,0.015851622,0.0,pointwise confidence interval
temp,0,-8.3666666666667,1.0156913,1.004868895550443,1.02663023057917,0.015569449,0.0,pointwise confidence interval
temp,0,-8.066666666666702,1.0154003,1.004733659495213,1.0261801753660922,0.015282916,0.0,pointwise confidence interval
temp,0,-7.766666666666701,1.0151054,1.0045943242579995,1.0257264569337337,0.014992451,0.0,pointwise confidence interval
temp,0,-7.4666666666667005,1.0148071,1.0044516237913157,1.025269262928184,0.014698509,0.0,pointwise confidence interval
temp,0,-7.1666666666667,1.0145059,1.0043062130016425,1.0248088476195274,0.014401536,0.0,pointwise confidence interval
temp,0,-6.866666666666699,1.0142019,1.004158710679379,1.0243455242398767,0.014101991,0.0,pointwise confidence interval
temp,0,-6.566666666666702,1.013896,1.0040096791479065,1.02387965509164,0.013800329,0.0,pointwise confidence interval
temp,0,-6.266666666666701,1.0135884,1.0038596361013687,1.023411620326454,0.013496989,0.0,pointwise confidence interval
temp,0,-5.9666666666667005,1.0132799,1.0037090633257375,1.0229418242760222,0.01319241,0.0,pointwise confidence interval
temp,0,-5.6666666666667,1.0129704,1.0035584121230705,1.0224706784573558,0.012887014,0.0,pointwise confidence interval
temp,0,-5.366666666666699,1.0126607,1.0034081045640841,1.021998596486965,0.012581214,0.0,pointwise confidence interval
temp,0,-5.066666666666702,1.012351,1.003258532832554,1.0215259909543846,0.012275407,0.0,pointwise confidence interval
temp,0,-4.766666666666701,1.0120418,1.0031100791482659,1.0210532721838175,0.011969984,0.0,pointwise confidence interval
temp,0,-4.4666666666667005,1.0117335,1.0029630921167443,1.020580841897319,0.011665314,0.0,pointwise confidence interval
temp,0,-4.1666666666667,1.0114266,1.0028178949576432,1.0201090734920681,0.011361744,0.0,pointwise confidence interval
temp,0,-3.866666666666699,1.011121,1.002674805582278,1.0196383410926189,0.011059616,0.0,pointwise confidence interval
temp,0,-3.566666666666702,1.0108174,1.002534124261658,1.0191689941303823,0.010759251,0.0,pointwise confidence interval
temp,0,-3.2666666666667012,1.0105159,1.002396131480967,1.018701367193038,0.010460956,0.0,pointwise confidence interval
temp,0,-2.9666666666667005,1.0102168,1.0022610808988914,1.0182357417177703,0.010164997,0.0,pointwise confidence interval
temp,0,-2.6666666666667,1.0099206,1.002129218275948,1.0177723989575391,0.009871636,0.0,pointwise confidence interval
temp,0,-2.366666666666699,1.0096271,1.0020007955491508,1.0173115905503975,0.009581124,0.0,pointwise confidence interval
temp,0,-2.066666666666702,1.009337,1.0018760086998622,1.0168534993790126,0.009293653,0.0,pointwise confidence interval
temp,0,-1.7666666666667012,1.0090501,1.0017550855310342,1.0163983135274168,0.00900943,0.0,pointwise confidence interval
temp,0,-1.4666666666667005,1.0087669,1.0016382168036289,1.0159461636453615,0.008728618,0.0,pointwise confidence interval
temp,0,-1.1666666666666998,1.0084872,1.0015255810271029,1.0154971471533332,0.008451356,0.0,pointwise confidence interval
temp,0,-0.8666666666666991,1.0082114,1.0014173453128525,1.015051333140761,0.008177764,0.0,pointwise confidence interval
temp,0,-0.566666666666702,1.0079393,1.0013136683314106,1.014608753778328,0.00790794,0.0,pointwise confidence interval
temp,0,-0.26666666666670125,1.0076712,1.0012146698041837,1.0141693937559477,0.0076419394,0.0,pointwise confidence interval
temp,0,0.033333333333299464,1.0074072,1.001120472803808,1.013733240101656,0.0073798196,0.0,pointwise confidence interval
temp,0,0.3333333333333002,1.0071471,1.001031158552844,1.013300226015266,0.007121591,0.0,pointwise confidence interval
temp,0,0.6333333333333009,1.0068909,1.0009468125695147,1.0128702956212523,0.006867271,0.0,pointwise confidence interval
temp,0,0.933333333333298,1.0066386,1.0008674630292218,1.0124433437193108,0.0066168243,0.0,pointwise confidence interval
temp,0,1.2333333333332988,1.0063906,1.0007931107308925,1.0120192572409223,0.006370198,0.0,pointwise confidence interval
temp,0,1.5333333333332995,1.0061462,1.000723761416154,1.01159795043679,0.0061273547,0.0,pointwise confidence interval
temp,0,1.8333333333333002,1.0059055,1.0006593456141963,1.0111792800687522,0.005888191,0.0,pointwise confidence interval
temp,0,2.1333333333332973,1.0056686,1.000599791623641,1.0107631431509492,0.0056526223,0.0,pointwise confidence interval
temp,0,2.433333333333298,1.0054352,1.0005449705489387,1.0103494025111526,0.005420518,0.0,pointwise confidence interval
temp,0,2.7333333333332988,1.0052053,1.0004947504169415,1.0099379545170741,0.005191763,0.0,pointwise confidence interval
temp,0,3.0333333333332995,1.0049785,1.0004489345966383,1.0095286745551846,0.0049661985,0.0,pointwise confidence interval
temp,0,3.3333333333333,1.0047549,1.0004073491374357,1.0091214812300737,0.004743699,0.0,pointwise confidence interval
temp,0,3.6333333333332973,1.0045344,1.0003697321813159,1.0087162279442479,0.0045240624,0.0,pointwise confidence interval
temp,0,3.933333333333298,1.0043164,1.0003358547084855,1.0083128536550885,0.0043071453,0.0,pointwise confidence interval
temp,0,4.233333333333299,1.0041012,1.0003054231536548,1.0079112311196223,0.004092739,0.0,pointwise confidence interval
temp,0,4.5333333333332995,1.0038881,1.0002781651079433,1.007511281503893,0.0038806694,0.0,pointwise confidence interval
temp,0,4.8333333333333,1.0036775,1.000253772492788,1.0071128964246228,0.0036707297,0.0,pointwise confidence interval
temp,0,5.133333333333297,1.0034688,1.0002319523338508,1.006715980656717,0.0034627272,0.0,pointwise confidence interval
temp,0,5.433333333333302,1.0032618,1.0002123961633689,1.006320428522653,0.003256456,0.0,pointwise confidence interval
temp,0,5.733333333333299,1.0030564,1.0001948023564544,1.005926127673436,0.0030517103,0.0,pointwise confidence interval
temp,0,6.033333333333296,1.0028524,1.0001788846943582,1.0055329710868768,0.0028482946,0.0,pointwise confidence interval
temp,0,6.3333333333333,1.0026495,1.000164343716249,1.0051408053348931,0.0026459834,0.0,pointwise confidence interval
temp,0,6.633333333333297,1.0024475,1.0001509284614607,1.0047495033907752,0.0024445886,0.0,pointwise confidence interval
temp,0,6.933333333333302,1.0022465,1.0001383660477627,1.0043589099478931,0.002243897,0.0,pointwise confidence interval
temp,0,7.233333333333299,1.0020458,1.000126434232504,1.0039688565246334,0.0020437138,0.0,pointwise confidence interval
temp,0,7.533333333333296,1.0018456,1.0001149074722726,1.0035791726175716,0.0018438417,0.0,pointwise confidence interval
temp,0,7.8333333333333,1.0016454,1.000103589396797,1.0031896680787542,0.001644088,0.0,pointwise confidence interval
temp,0,8.133333333333297,1.0014453,1.0000923108556314,1.0028001743352284,0.0014442839,0.0,pointwise confidence interval
temp,0,8.433333333333302,1.001245,1.0000808788401527,1.002410476046101,0.0012442255,0.0,pointwise confidence interval
temp,0,8.733333333333299,1.0010444,1.0000691939556345,1.002020411864152,0.0010437826,0.0,pointwise confidence interval
temp,0,9.033333333333296,1.000843,1.0000570812536,1.0016297732366464,0.0008427631,0.0,pointwise confidence interval
temp,0,9.3333333333333,1.0006412,1.0000444505876631,1.0012384199694169,0.0006410517,0.0,pointwise confidence interval
temp,0,9.633333333333297,1.0004386,1.000031175637436,1.0008461718657127,0.0004384946,0.0,pointwise confidence interval
temp,0,9.933333333333302,1.0002351,1.000017146957477,1.0004529085433789,0.00023497641,0.0,pointwise confidence interval
temp,0,10.233333333333299,1.0000304,1.000002291867778,1.000058536388029,3.041327e-05,0.0,pointwise confidence interval
temp,0,10.533333333333296,0.99982476,0.9996629552565612,0.999986494087905,-0.00017530378,0.0,pointwise confidence interval
temp,0,10.8333333333333,0.9996179,0.999266115606116,0.999969648341787,-0.00038225297,0.0,pointwise confidence interval
temp,0,11.133333333333297,0.9994098,0.9988680392155206,0.999951721467064,-0.0005904408,0.0,pointwise confidence interval
temp,0,11.433333333333302,0.99920046,0.9984687440924277,0.9999325853427761,-0.0007999232,0.0,pointwise confidence interval
temp,0,11.733333333333299,0.9989899,0.9980682893980555,0.9999121786343721,-0.001010702,0.0,pointwise confidence interval
temp,0,12.033333333333296,0.99877805,0.9976668240810846,0.9998904467878845,-0.0012227306,0.0,pointwise confidence interval
temp,0,12.3333333333333,0.998565,0.9972644727281015,0.9998673333767584,-0.0014359755,0.0,pointwise confidence interval
temp,0,12.633333333333297,0.99835104,0.9968614076084953,0.9998427786593536,-0.0016503809,0.0,pointwise confidence interval
temp,0,12.933333333333302,0.9981359,0.9964579286324661,0.9998168105863054,-0.0018657828,0.0,pointwise confidence interval
temp,0,13.233333333333299,0.99792016,0.9960542533270739,0.9997894015116363,-0.0020820862,0.0,pointwise confidence interval
temp,0,13.533333333333296,0.9977035,0.9956507116034463,0.9997606154396387,-0.0022990936,0.0,pointwise confidence interval
temp,0,13.8333333333333,0.9974866,0.9952476493974093,0.9997305407067478,-0.0025165873,0.0,pointwise confidence interval
temp,0,14.133333333333297,0.99726933,0.9948454039601021,0.9996992775324783,-0.0027343472,0.0,pointwise confidence interval
temp,0,14.433333333333302,0.99705225,0.9944444274678412,0.9996670185988383,-0.0029520495,0.0,pointwise confidence interval
temp,0,14.733333333333299,0.9968356,0.9940451314363216,0.9996340004486111,-0.003169368,0.0,pointwise confidence interval
temp,0,15.033333333333296,0.9966198,0.993648001012174,0.9996005077487742,-0.0033859154,0.0,pointwise confidence interval
temp,0,15.3333333333333,0.9964052,0.9932534810897086,0.9995668685897633,-0.0036013024,0.0,pointwise confidence interval
temp,0,15.633333333333297,0.9961922,0.9928621301095629,0.9995335008071654,-0.0038150372,0.0,pointwise confidence interval
temp,0,15.933333333333302,0.99598145,0.9924744727653583,0.9995008962603785,-0.0040266076,0.0,pointwise confidence interval
temp,0,16.2333333333333,0.99577343,0.9920911042025006,0.999469612738954,-0.0042354325,0.0,pointwise confidence interval
temp,0,16.533333333333296,0.99556893,0.9917126491132743,0.9994403113424299,-0.0044408636,0.0,pointwise confidence interval
temp,0,16.8333333333333,0.99536854,0.9913397389855938,0.9994136937506629,-0.0046422286,0.0,pointwise confidence interval
temp,0,17.133333333333297,0.99517286,0.9909730446255055,0.9993905252998913,-0.004838803,0.0,pointwise confidence interval
temp,0,17.4333333333333,0.9949829,0.9906133182903208,0.9993717599892488,-0.005029726,0.0,pointwise confidence interval
temp,0,17.7333333333333,0.9947994,0.990261288999707,0.9993583295986344,-0.0052141594,0.0,pointwise confidence interval
temp,0,18.033333333333296,0.99462336,0.9899177717488252,0.999351320238976,-0.005391144,0.0,pointwise confidence interval
temp,0,18.3333333333333,0.9944558,0.9895836086999338,0.9993519200213149,-0.005559656,0.0,pointwise confidence interval
temp,0,18.633333333333297,0.99429774,0.9892596645393525,0.9993613717349596,-0.0057186307,0.0,pointwise confidence interval
temp,0,18.9333333333333,0.9941503,0.9889469210892633,0.9993811156583419,-0.005866847,0.0,pointwise confidence interval
temp,0,19.2333333333333,0.9940149,0.9886463466145026,0.9994126313354219,-0.0060030697,0.0,pointwise confidence interval
temp,0,19.533333333333296,0.9938928,0.9883590040236845,0.999457570475991,-0.0061259298,0.0,pointwise confidence interval
temp,0,19.8333333333333,0.9937854,0.9880859982796564,0.9995177321895046,-0.006233963,0.0,pointwise confidence interval
temp,0,20.133333333333297,0.99369437,0.987828529750361,0.999595042898774,-0.006325594,0.0,pointwise confidence interval
temp,0,20.4333333333333,0.9936213,0.9875878425784893,0.9996915643151769,-0.0063991575,0.0,pointwise confidence interval
temp,0,20.7333333333333,0.99356794,0.9873653046199223,0.999809528531322,-0.0064528408,0.0,pointwise confidence interval
temp,0,21.033333333333296,0.99353635,0.9871624337112636,0.9999513828205856,-0.006484649,0.0,pointwise confidence interval
temp,0,21.3333333333333,0.99352854,0.986980821703903,1.000119662506197,-0.0064925076,0.0,pointwise confidence interval
temp,0,21.633333333333297,0.9935468,0.9868223024003825,1.000317127256102,-0.0064741084,0.0,pointwise confidence interval
temp,0,21.9333333333333,0.9935937,0.9866889266391028,1.0005467092241476,-0.00642695,0.0,pointwise confidence interval
temp,0,22.2333333333333,0.9936718,0.9865829667577274,1.0008114726386903,-0.0063483557,0.0,pointwise confidence interval
temp,0,22.533333333333296,0.993784,0.9865071012122704,1.00111468542182,-0.0062353453,0.0,pointwise confidence interval
temp,0,22.8333333333333,0.9939338,0.9864643349377238,1.001459752849503,-0.0060847094,0.0,pointwise confidence interval
temp,0,23.133333333333297,0.99412435,0.9864581112087377,1.0018502556461881,-0.005892935,0.0,pointwise confidence interval
temp,0,23.4333333333333,0.99435985,0.9864923796323689,1.0022899286961033,-0.0056561837,0.0,pointwise confidence interval
temp,0,23.7333333333333,0.9946441,0.9865715892720567,1.002782701510888,-0.005370275,0.0,pointwise confidence interval
temp,0,24.033333333333296,0.994982,0.9867007664638527,1.0033327095146902,-0.005030646,0.0,pointwise confidence interval
temp,0,24.3333333333333,0.99537826,0.9868853579063934,1.0039442571362707,-0.0046324497,0.0,pointwise confidence interval
temp,0,24.633333333333297,0.9958383,0.9871313680786705,1.0046219685627424,-0.004170415,0.0,pointwise confidence interval
temp,0,24.9333333333333,0.99636763,0.9874451833251945,1.0053707388599942,-0.0036389632,0.0,pointwise confidence interval
temp,0,25.2333333333333,0.9969721,0.9878333243167452,1.0061955901398307,-0.0030324096,0.0,pointwise confidence interval
temp,0,25.533333333333296,0.9976579,0.9883024993215571,1.0071018925798227,-0.002344831,0.0,pointwise confidence interval
temp,0,25.8333333333333,0.9984307,0.9888591474090902,1.0080949361447686,-0.0015705144,0.0,pointwise confidence interval
temp,0,26.133333333333297,0.99929637,0.9895093704856719,1.0091800348209787,-0.0007039448,0.0,pointwise confidence interval
temp,0,26.4333333333333,1.0002599,0.9902585282824359,1.0103622111848725,0.00025983062,0.0,pointwise confidence interval
temp,0,26.7333333333333,1.0013258,0.9911107228107766,1.0116460156782048,0.0013248501,0.0,pointwise confidence interval
temp,0,27.033333333333296,1.0024971,0.9920683187520338,1.0130355336511883,0.002493999,0.0,pointwise confidence interval
temp,0,27.3333333333333,1.0037758,0.9931312301902108,1.0145344214054572,0.0037686704,0.0,pointwise confidence interval
temp,0,27.633333333333297,1.005162,0.9942963109726513,1.016146248269949,0.0051486334,0.0,pointwise confidence interval
temp,0,27.9333333333333,1.0066537,0.9955566798160611,1.0178745469705122,0.0066317273,0.0,pointwise confidence interval
temp,0,28.2333333333333,1.0082477,0.9969016228260983,1.0197231451123208,0.0082139885,0.0,pointwise confidence interval
temp,0,28.533333333333296,1.009939,0.9983172430262842,1.021695966734051,0.009889892,0.0,pointwise confidence interval
temp,0,28.8333333333333,1.0117208,0.9997875381641999,1.023796426838891,0.01165261,0.0,pointwise confidence interval
temp,0,29.133333333333297,1.0135858,1.0012960361805647,1.0260264090353013,0.013494342,0.0,pointwise confidence interval
temp,0,29.4333333333333,1.0155264,1.0028278306726817,1.0283856546682117,0.0154070435,0.0,pointwise confidence interval
temp,0,29.7333333333333,1.0175346,1.004370871734605,1.0308709914544378,0.017382707,0.0,pointwise confidence interval
temp,0,30.033333333333296,1.0196035,1.0059167063716803,1.0334766025103135,0.019413866,0.0,pointwise confidence interval
temp,0,30.3333333333333,1.0217266,1.0074604634486815,1.0361947139483718,0.021493923,0.0,pointwise confidence interval
temp,0,30.633333333333297,1.0238981,1.0089999128924334,1.0390164116855847,0.023617081,0.0,pointwise confidence interval
temp,0,30.933333333333294,1.0261137,1.010534850990123,1.0419329807936029,0.025778685,0.0,pointwise confidence interval
temp,0,31.2333333333333,1.0283698,1.0120658504734088,1.0449363272656254,0.027974796,0.0,pointwise confidence interval
temp,0,31.533333333333296,1.0306631,1.0135938889468845,1.0480197844668773,0.030202392,0.0,pointwise confidence interval
temp,0,31.8333333333333,1.0329914,1.0151195846556524,1.0511777565811153,0.032458816,0.0,pointwise confidence interval
temp,0,32.1333333333333,1.0353526,1.0166434158701234,1.0544061289584425,0.034742065,0.0,pointwise confidence interval
temp,0,32.433333333333294,1.0377451,1.0181653109319857,1.0577015071032623,0.03705023,0.0,pointwise confidence interval
temp,0,32.7333333333333,1.0401673,1.019684891726136,1.061061189593924,0.03938159,0.0,pointwise confidence interval
temp,0,33.033333333333296,1.0426179,1.0212017353893559,1.0644830768443212,0.041734707,0.0,pointwise confidence interval
temp,0,33.3333333333333,1.0450952,1.0227150921840158,1.0679650111254193,0.044107962,0.0,pointwise confidence interval
temp,1,-26.6666666666667,1.0222365,1.0025790221361748,1.0422793097066578,0.02199283,0.0,pointwise confidence interval
temp,1,-26.3666666666667,1.0223124,1.00285993351994,1.0421421510493256,0.022067104,0.0,pointwise confidence interval
temp,1,-26.0666666666667,1.0223863,1.0031386378044482,1.0420033205961892,0.022139426,0.0,pointwise confidence interval
temp,1,-25.7666666666667,1.0224578,1.0034146846852414,1.041862659743292,0.022209499,0.0,pointwise confidence interval
temp,1,-25.4666666666667,1.022527,1.0036876342209864,1.0417199482842678,0.022276998,0.0,pointwise confidence interval
temp,1,-25.1666666666667,1.022593,1.0039570624037386,1.0415749064660211,0.022341577,0.0,pointwise confidence interval
temp,1,-24.8666666666667,1.0226557,1.0042225840454744,1.0414271907367534,0.022402883,0.0,pointwise confidence interval
temp,1,-24.5666666666667,1.0227146,1.0044838347385556,1.0412763815359212,0.022460531,0.0,pointwise confidence interval
temp,1,-24.2666666666667,1.0227696,1.004740494738644,1.0411219974414176,0.022514135,0.0,pointwise confidence interval
temp,1,-23.9666666666667,1.0228196,1.0049922775828006,1.0409634838271304,0.022563284,0.0,pointwise confidence interval
temp,1,-23.6666666666667,1.022865,1.0052389324496889,1.040800218307266,0.022607557,0.0,pointwise confidence interval
temp,1,-23.3666666666667,1.0229049,1.0054802361288688,1.040631519185749,0.022646517,0.0,pointwise confidence interval
temp,1,-23.0666666666667,1.0229388,1.0057160070051219,1.0404566543724894,0.02267972,0.0,pointwise confidence interval
temp,1,-22.7666666666667,1.0229665,1.005946081317898,1.0402748622028861,0.022706721,0.0,pointwise confidence interval
temp,1,-22.4666666666667,1.0229872,1.0061703027673554,1.0400853506628138,0.022727061,0.0,pointwise confidence interval
temp,1,-22.1666666666667,1.0230008,1.0063885191933455,1.0398873396601318,0.02274029,0.0,pointwise confidence interval
temp,1,-21.8666666666667,1.0230067,1.0066005518325094,1.0396800696039206,0.022745952,0.0,pointwise confidence interval
temp,1,-21.5666666666667,1.0230042,1.0068061968801576,1.0394628462871107,0.022743613,0.0,pointwise confidence interval
temp,1,-21.2666666666667,1.0229932,1.0070051744494113,1.039235047089208,0.022732832,0.0,pointwise confidence interval
temp,1,-20.9666666666667,1.0229731,1.0071971414460499,1.0389961850324758,0.022713203,0.0,pointwise confidence interval
temp,1,-20.6666666666667,1.0229436,1.0073816498587014,1.0387459245656496,0.022684341,0.0,pointwise confidence interval
temp,1,-20.3666666666667,1.0229043,1.0075581308309582,1.0384841171175765,0.02264589,0.0,pointwise confidence interval
temp,1,-20.0666666666667,1.0228547,1.007725880627031,1.0382108268826964,0.02259753,0.0,pointwise confidence interval
temp,1,-19.7666666666667,1.0227948,1.0078840455173883,1.0379263615172114,0.022538984,0.0,pointwise confidence interval
temp,1,-19.4666666666667,1.0227244,1.008031630861399,1.0376312894473056,0.02247003,0.0,pointwise confidence interval
temp,1,-19.1666666666667,1.022643,1.0081674972459524,1.0373264356870067,0.022390496,0.0,pointwise confidence interval
temp,1,-18.8666666666667,1.0225508,1.0082903988153806,1.0370128883509149,0.02230029,0.0,pointwise confidence interval
temp,1,-18.5666666666667,1.0224476,1.0083990151509423,1.0366919577570666,0.022199387,0.0,pointwise confidence interval
temp,1,-18.2666666666667,1.0223336,1.0084920044489896,1.0363651369214586,0.02208784,0.0,pointwise confidence interval
temp,1,-17.9666666666667,1.0222088,1.0085680996473454,1.0360340335033518,0.021965798,0.0,pointwise confidence interval
temp,1,-17.6666666666667,1.0220736,1.0086262026599446,1.0357002923153058,0.02183351,0.0,pointwise confidence interval
temp,1,-17.366666666666703,1.0219283,1.0086654884201862,1.035365477096416,0.02169132,0.0,pointwise confidence interval
temp,1,-17.0666666666667,1.0217733,1.0086855419508247,1.035030949473536,0.021539684,0.0,pointwise confidence interval
temp,1,-16.7666666666667,1.0216093,1.0086864694223832,1.0346977516625162,0.021379158,0.0,pointwise confidence interval
temp,1,-16.4666666666667,1.0214369,1.0086690113082544,1.0343664986894405,0.021210406,0.0,pointwise confidence interval
temp,1,-16.1666666666667,1.0212569,1.0086346016736758,1.034037283498215,0.021034185,0.0,pointwise confidence interval
temp,1,-15.866666666666701,1.0210704,1.0085853903901318,1.0337096393021263,0.020851335,0.0,pointwise confidence interval
temp,1,-15.5666666666667,1.0208777,1.0085241618860248,1.0333825424136602,0.02066274,0.0,pointwise confidence interval
temp,1,-15.2666666666667,1.0206803,1.008454223271833,1.0330545118021455,0.020469323,0.0,pointwise confidence interval
temp,1,-14.9666666666667,1.0204788,1.0083791581438277,1.0327237345067157,0.020271981,0.0,pointwise confidence interval
